path	line	token	class	suggested_ssot_key
root-manifest.json	43	:2503.11444	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2503.11444	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2505.18829	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2505.18829	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2505.18829	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2505.22954	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2505.22954	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2602.04837	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2602.04837	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2603.20953	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2603.20953	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2603.29231	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	43	:2603.29231	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2403.16971	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2403.16971	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2405.01814	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2405.01814	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2505.18829	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2505.18829	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2507.09019	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2507.09019	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2508.02736	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2508.02736	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2602.09433	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	52	:2602.09433	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	85	:1.80	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	85	:1.9	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	147	:2403.16971	HARDCODED-literal	MIOS_VERSION_SSOT
root-manifest.json	215	:2505.24442	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	215	:2606.03014	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	215	:3.13	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:3.8	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:3.8	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:5.8	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:6.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:6.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:6.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:6.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2583	:6.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2589	:3.8	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2589	:3.8	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	2607	:0.3	SSOT-derived/placeholder	MIOS_VERSION_SSOT
root-manifest.json	3195	:0.2.4	HARDCODED-literal	MIOS_VERSION_SSOT
scratch/patch_t178.py	28	:3.8	HARDCODED-literal	MIOS_VERSION_SSOT
tools/generate-pod-quadlets.py	455	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
tools/generate-pod-quadlets.py	457	:0.8.3	SSOT-derived/placeholder	MIOS_VERSION_SSOT
tools/generate-pod-quadlets.py	462	:0.8.3	SSOT-derived/placeholder	MIOS_VERSION_SSOT
tools/manifest.json	239	:v1.0.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
tools/manifest.json	239	:v1.0.0	SSOT-derived/placeholder	MIOS_VERSION_SSOT
usr/lib/NetworkManager/conf.d/22-wifi-mac-addr.conf	31	:1.45	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/lifecycle/selfimprove_act.py	14	:2606.25996	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	23	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	384	:12.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	414	:12.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	429	:11.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	441	:15.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	450	:11.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	452	:10.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	473	:12.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	512	:10.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	1024	:12.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/server.py	1260	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/agent-pipe/test_mios_knowledge.py	2	==1.0	HARDCODED-literal	PYTHON_DEP_VERSION
usr/lib/mios/bake/plan.d/03-extra.list	8	rancher/k3s:v1.36.2-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/lib/mios/bake/plan.d/03-extra.list	11	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/mios/bake/plan.d/03-extra.list	16	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/os-release	11	:0.3.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/systemd/system-preset/90-mios.preset	132	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/systemd/system/mios-agent-pipe.service	106	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/systemd/system/mios-daemon.service	9	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/lib/systemd/system/mios-daemon.service	34	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/MiOS-Mon.py	713	:4.1	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/MiOS-Mon.py	718	:4.1	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-cron-director	41	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-daemon	18	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-daemon	77	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-daemon	548	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-daemon	2655	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-hermes-firstboot	332	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-hermes-firstboot	334	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-hermes-firstboot	945	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-hermes-tail	27	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	2	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	13	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	14	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	25	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	41	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-micro-llm	41	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-model-router	13	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-model-router	16	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-model-router	21	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-model-router	23	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-model-router	61	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-resolve-latest	54	:8.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-summarize	45	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-web-search	74	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/libexec/mios/mios-webtools-firstboot.sh	67	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/containers/containers.conf.d/11-mios-firewall.conf	6	:6.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/containers/systemd/mios-k3s.container	16	rancher/k3s:v1.36.2-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/containers/systemd/mios-pgvector.container	20	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/containers/systemd/mios-webtools-firecrawl-api.container	24	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/containers/systemd/mios-webtools-firecrawl-worker.container	24	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/doc/mios/concepts/ws-grounding-2026-06-20.json	60	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/ai/v1/mcp.json	40	==0.6.1	HARDCODED-literal	PYTHON_DEP_VERSION
usr/share/mios/ai/v1/mcp.json	55	==0.3.0	HARDCODED-literal	PYTHON_DEP_VERSION
usr/share/mios/branding/living-wallpaper.html	306	:0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/branding/living-wallpaper.html	309	:0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/configurator/mios.html	2290	:6.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/configurator/mios.html	2444	rancher/k3s:v1.32.1-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/mios/crawl4ai/Containerfile	3	:3.12	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/cron-rules.example.toml	1	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/cron-rules.example.toml	20	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/hermes/plugins/web/miosfetch/provider.py	8	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/k3s/generated/mios-ai.yaml	252	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/knowledge/mios-knowledge-graph.json	136	rancher/k3s:v1.32.1-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/mios/knowledge/mios-knowledge-graph.json	179	rancher/k3s:v1.32.1-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/mios/llamacpp/mios-llm-light.yaml	49	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/llamacpp/mios-llm-light.yaml	56	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/llamacpp/mios-llm-light.yaml	61	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	368	:00.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	683	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	1538	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	1704	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	1826	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	2263	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	2734	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	4029	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	4031	:0.6	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	4034	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6188	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6197	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6278	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6284	:0.6	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6297	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6457	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6499	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6501	:0.6	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6502	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	6506	:1.7	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8010	rancher/k3s:v1.36.2-k3s1	SSOT-definition	MIOS_K3S_VERSION
usr/share/mios/mios.toml	8020	:v1.0.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8032	:v1.0.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8055	:0.8.3	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8683	:v1.0.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8691	:0.8.3	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	8692	rancher/k3s:v1.36.2-k3s1	SSOT-definition	MIOS_K3S_VERSION
usr/share/mios/mios.toml	8890	:6.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	10425	rancher/k3s:v1.36.2-k3s1	SSOT-definition	MIOS_K3S_VERSION
usr/share/mios/mios.toml	10734	:0.8.3	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	10890	:v1.0.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	10931	:v1.0.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	11019	:00.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	11030	:00.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml	11041	:00.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/mios.toml.example	85	:00.0	SSOT-definition	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-bundle.min.js	285	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.1	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:1.625	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:2.5	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:33.3333333333	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:33.3333333333	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:33.3333333333	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:33.3333333333	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/openui/openui-styles.css	3	:7.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	206	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	275	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	276	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	295	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	295	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_agent_pipe.py	295	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/owui/pipes/mios_sidecar_filter.py	13	:0.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	383	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	383	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	383	rancher/k3s:v1.36.2-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/mios/reference/env-baseline.txt	750	:6.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	885	:00.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	894	:00.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	903	:00.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	1226	rancher/k3s:v1.36.2-k3s1	HARDCODED-literal	MIOS_K3S_VERSION
usr/share/mios/reference/env-baseline.txt	1371	:00.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/reference/env-baseline.txt	1595	:0.8.3	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/cursors/bibata.tar.xz	5371	:1.9	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/fonts/nerd.tar.xz	11195	:3.8	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26048	:3.6	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26048	:5.999999999	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26056	:05.000000	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26056	:5.999999999	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26056	:5.999999999	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26058	:05.999999999	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	26063	:05.999999999	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	123514	:8.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	216533	:5.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	243258	:9.1	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	308573	:5.4	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/vendored/k3s/k3s	326987	:4.7	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/webtools/firecrawl.Containerfile	26	:v1.0.0	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/webtools/firecrawl.Containerfile	95	:1.19	HARDCODED-literal	MIOS_VERSION_SSOT
usr/share/mios/windows/mios-ai-node.ps1	72	:1.7	HARDCODED-literal	MIOS_VERSION_SSOT
